agent_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, distance,path_node_sequence,path_time_sequence
920,26123,27438,420.57,425.4,c,4.83,6,26123;27438;,420.5;425.4;
921,7728,7496,420.57,422.7,c,2.13,2.8,7728;7496;,420.5;422.7;
922,6463,7496,420.57,425.1,c,4.53,5.5,6463;7496;,420.5;425.1;
923,26123,7496,420.57,430.3,c,9.73,11.7,26123;27438;7728;7496;,420.5;425.4;428.1;430.3;
924,7496,6463,420.57,424.7,c,4.13,5.5,7496;6463;,420.5;424.7;
925,27438,7728,420.57,422.8,c,2.23,2.9,27438;7728;,420.5;422.8;
926,7496,7728,420.57,422.8,c,2.23,2.8,7496;7728;,420.5;422.8;
927,27438,6463,420.57,429.2,c,8.63,11.2,27438;7728;7496;6463;,420.5;422.7;425.0;429.2;
928,6463,27438,420.57,431,c,10.43,11.2,6463;7496;7728;27438;,420.5;425.1;428.7;431.0;
929,26123,7728,420.57,428.1,c,7.53,8.9,26123;27438;7728;,420.5;425.4;428.1;
930,27438,7496,420.57,425,c,4.43,5.7,27438;7728;7496;,420.5;422.7;425.0;
931,6463,7496,420.57,425.1,c,4.53,5.5,6463;7496;,420.5;425.1;
932,26123,27438,420.57,425.4,c,4.83,6,26123;27438;,420.5;425.4;
933,27438,26123,420.58,425.1,c,4.52,6,27438;26123;,420.5;425.1;
934,6463,7496,420.58,425.1,c,4.52,5.5,6463;7496;,420.5;425.1;
935,7496,7728,420.58,422.8,c,2.22,2.8,7496;7728;,420.5;422.8;
936,7496,26123,420.58,429.7,c,9.12,11.7,7496;7728;27438;26123;,420.5;422.8;425.1;429.7;
937,27438,7728,420.58,422.8,c,2.22,2.9,27438;7728;,420.5;422.8;
938,7496,6463,420.58,424.7,c,4.12,5.5,7496;6463;,420.5;424.7;
939,7496,27438,420.58,425.1,c,4.52,5.7,7496;7728;27438;,420.5;422.8;425.1;
940,26123,27438,420.58,425.4,c,4.82,6,26123;27438;,420.5;425.4;
941,6463,7496,420.58,425.2,c,4.62,5.5,6463;7496;,420.5;425.2;
942,7728,7496,420.58,422.7,c,2.12,2.8,7728;7496;,420.5;422.7;
943,6463,7728,420.58,428.8,c,8.22,8.3,6463;7496;7728;,420.5;425.2;428.8;
944,26123,7496,420.58,430.3,c,9.72,11.7,26123;27438;7728;7496;,420.5;425.4;428.1;430.3;
945,7496,7728,420.58,422.8,c,2.22,2.8,7496;7728;,420.5;422.8;
946,6463,7496,420.58,425.2,c,4.62,5.5,6463;7496;,420.5;425.2;
947,27438,7496,420.58,425,c,4.42,5.7,27438;7728;7496;,420.5;422.8;425.0;
948,26123,6463,420.58,434.6,c,14.02,17.2,26123;27438;7728;7496;6463;,420.5;425.4;428.1;430.2;434.6;
949,7728,27438,420.58,422.8,c,2.22,2.9,7728;27438;,420.5;422.8;
950,26123,27438,420.58,425.4,c,4.82,6,26123;27438;,420.5;425.4;
951,27438,7728,420.58,422.8,c,2.22,2.9,27438;7728;,420.5;422.8;
952,6463,7496,420.59,425.2,c,4.61,5.5,6463;7496;,420.5;425.2;
953,7496,6463,420.59,424.7,c,4.11,5.5,7496;6463;,420.5;424.7;
954,6463,26123,420.59,435.7,c,15.11,17.2,6463;7496;7728;27438;26123;,420.5;425.2;428.8;431.1;435.7;
955,26123,7728,420.59,428.1,c,7.51,8.9,26123;27438;7728;,420.5;425.4;428.1;
956,7496,7728,420.59,422.8,c,2.21,2.8,7496;7728;,420.5;422.8;
957,6463,7496,420.59,425.2,c,4.61,5.5,6463;7496;,420.5;425.2;
958,27438,26123,420.59,425.1,c,4.51,6,27438;26123;,420.5;425.1;
959,26123,27438,420.59,425.4,c,4.81,6,26123;27438;,420.5;425.4;
960,7728,7496,420.59,422.7,c,2.11,2.8,7728;7496;,420.5;422.7;
961,7496,27438,420.59,425.1,c,4.51,5.7,7496;7728;27438;,420.5;422.7;425.1;
962,26123,7496,420.59,430.3,c,9.71,11.7,26123;27438;7728;7496;,420.5;425.4;428.1;430.3;
963,6463,27438,420.59,431.1,c,10.51,11.2,6463;7496;7728;27438;,420.5;425.2;428.8;431.1;
964,7496,7728,420.59,422.8,c,2.21,2.8,7496;7728;,420.5;422.8;
965,6463,7496,420.59,425.2,c,4.61,5.5,6463;7496;,420.5;425.2;
966,27438,7728,420.59,422.8,c,2.21,2.9,27438;7728;,420.5;422.8;
967,7496,6463,420.59,424.7,c,4.11,5.5,7496;6463;,420.5;424.7;
968,6463,7496,420.6,425.2,c,4.6,5.5,6463;7496;,420.5;425.2;
969,27438,7496,420.6,425,c,4.4,5.7,27438;7728;7496;,420.5;422.8;425.0;
970,26123,27438,420.6,425.4,c,4.8,6,26123;27438;,420.5;425.4;
971,7496,7728,420.6,422.8,c,2.2,2.8,7496;7728;,420.5;422.8;
972,6463,7728,420.6,428.8,c,8.2,8.3,6463;7496;7728;,420.5;425.2;428.8;
973,6463,7496,420.6,425.2,c,4.6,5.5,6463;7496;,420.5;425.2;
974,27438,7728,420.6,422.8,c,2.2,2.9,27438;7728;,420.6;422.8;
975,7728,6463,420.6,426.9,c,6.3,8.3,7728;7496;6463;,420.6;422.7;426.9;
976,7728,7496,420.6,422.7,c,2.1,2.8,7728;7496;,420.6;422.7;
977,26123,27438,420.6,425.4,c,4.8,6,26123;27438;,420.6;425.4;
978,26123,7728,420.6,428.1,c,7.5,8.9,26123;27438;7728;,420.6;425.4;428.1;
979,7728,27438,420.6,422.8,c,2.2,2.9,7728;27438;,420.6;422.8;
980,6463,7496,420.6,425.2,c,4.6,5.5,6463;7496;,420.6;425.2;
981,7496,6463,420.6,424.8,c,4.2,5.5,7496;6463;,420.6;424.8;
982,7496,7728,420.6,422.9,c,2.3,2.8,7496;7728;,420.6;422.9;
983,26123,7496,420.6,430.3,c,9.7,11.7,26123;27438;7728;7496;,420.6;425.4;428.1;430.3;
984,27438,26123,420.6,425.1,c,4.5,6,27438;26123;,420.6;425.1;
985,7496,27438,420.61,425.2,c,4.59,5.7,7496;7728;27438;,420.6;422.9;425.2;
986,6463,7496,420.61,425.2,c,4.59,5.5,6463;7496;,420.6;425.2;
987,26123,27438,420.61,425.4,c,4.79,6,26123;27438;,420.6;425.4;
988,27438,7496,420.61,425,c,4.39,5.7,27438;7728;7496;,420.6;422.8;425.0;
989,27438,7728,420.61,422.8,c,2.19,2.9,27438;7728;,420.6;422.8;
990,7496,7728,420.61,422.9,c,2.29,2.8,7496;7728;,420.6;422.9;
991,7496,26123,420.61,429.8,c,9.19,11.7,7496;7728;27438;26123;,420.6;422.9;425.2;429.8;
992,6463,7496,420.61,425.2,c,4.59,5.5,6463;7496;,420.6;425.2;
993,26123,6463,420.61,434.6,c,13.99,17.2,26123;27438;7728;7496;6463;,420.6;425.4;428.1;430.2;434.6;
994,7496,6463,420.61,424.8,c,4.19,5.5,7496;6463;,420.6;424.8;
995,6463,27438,420.61,431.1,c,10.49,11.2,6463;7496;7728;27438;,420.6;425.2;428.8;431.1;
996,7728,7496,420.61,422.7,c,2.09,2.8,7728;7496;,420.6;422.7;
997,6463,7496,420.61,425.2,c,4.59,5.5,6463;7496;,420.6;425.2;
998,26123,27438,420.61,425.4,c,4.79,6,26123;27438;,420.6;425.4;
999,7496,7728,420.61,422.9,c,2.29,2.8,7496;7728;,420.6;422.9;
